   -401.2842,   -270.6395,      1.3345
  -1317.9926,   -889.0279,      2.0336
  -2642.9943,  -1782.7459,      7.8328
  -4329.9414,  -2920.6298,      4.2170
  -6350.0120,  -4283.1247,     -6.0779
  -8682.4872,  -5856.4585,     -7.3861
 -11311.4962,  -7629.3850,    -19.3219
 -14224.3397,  -9594.0268,    -32.2199
 -17410.1952, -11742.6658,    -52.5716
    438.6953,   -204.4971,     -0.1949
   1440.9974,   -671.8529,      0.6199
   2889.4597,  -1347.2324,     12.4453
   4733.6270,  -2207.1260,     19.9349
   6942.0661,  -3236.8423,     28.0543
   9491.9269,  -4425.5098,     19.3104
  12366.0731,  -5765.3061,     13.8351
  15550.4596,  -7249.6904,     25.3408
  19090.2771,  -8748.4418,    -53.2768
    -38.0377,    434.7135,     -0.0260
   -124.9775,   1428.1567,     -1.4012
   -259.3684,   2963.3547,     -0.0815
   -410.6587,   4691.5051,     -0.3722
   -602.2920,   6880.1408,      0.5885
   -823.5569,   9407.5172,      0.0647
  -1072.9272,  12255.8935,     -4.2741
  -1349.2489,  15411.7447,     -7.7693
  -1651.4637,  18863.4683,     -9.2248
